ID,GRAD_YEAR,ACADEMIC_PROGRAM_1,DIVISION_1,ACADEMIC_PROGRAM_2,DIVISION_2,ACADEMIC_PROGRAM_3,DIVISION_3,Org_Name,Position,Industry
811,2012,Humanities,Humanities,Philosophy,Humanities,,,Battery Park City Authority,Legal intern,Law
79,2007,Anthropology,Social Sciences,Philosophy,Humanities,,,Unknown,,Arts & Entertainment
731,2003,Mathematics,Natural Sciences,Physics,Natural Sciences,,,CA Technologies,Data Scientist,Information Technology
753,2004,Music,Humanities,Physics,Natural Sciences,,,TUNE,Software Development Manager,Marketing
294,2002,Chemistry,Natural Sciences,Physics,Natural Sciences,,,U. of Georgia,Associate Professor of Chemistry,Education
306,2015,Chemistry,Natural Sciences,Physics,Natural Sciences,,,Roskamp Institute,Research Assistant,Healthcare
1063,2012,Humanities,Humanities,Political Science,Social Sciences,,,United Healthcare,Sr. Capability Manager,Insurance
388,2018,Economics,Social Sciences,Political Science,Social Sciences,,,Bureau of Labor Statistics,Economist,Government
901,2007,Environmental Studies,Interdisciplinary,Political Science,Social Sciences,,,Pinellas County Governement,Mgr for Strategic Performance Mgmt,Government
411,2008,Economics,Social Sciences,Political Science,Social Sciences,,,Sims and Sims LLP,Attorney,Law
410,2004,Economics,Social Sciences,Political Science,Social Sciences,,,Middle District of Florida Federal Public Defender,Assistant Federal Defender,
699,2015,Literature,Humanities,Political Science,Social Sciences,,,Uri L'Tzedek,Program Manager,Nonprofit
387,2013,Economics,Social Sciences,Political Science,Social Sciences,,,Young Conaway,Associate,Attorney
651,2018,International and Area Studies,Interdisciplinary,Political Science,Social Sciences,,,Washington Office on Latin America (WOLA),"Asst. Dir. for Partnerships, Development team",International Relations
911,2019,Public Policy,Interdisciplinary,Political Science,Social Sciences,,,Florida International University,Graduate Assistant,
910,2007,Philosophy,Humanities,Political Science,Social Sciences,,,Markel Insurance,Actuarial Analyst,Insurance
1014,2010,Anthropology,Social Sciences,Psychology,Social Sciences,,,Transverse Myeletis Association,Associate Dir of Research,Non Profit
748,2010,Music,Humanities,Psychology,Social Sciences,,,Florida Southwestern State College,"Coordinator of Assessment, Accountability & Effect",
1013,2020,Political Science,Social Sciences,Psychology,Social Sciences,,,Northwestern University,Graduate Research Assistant,
1029,2012,Spanish Language and Literature,Humanities,Psychology,Social Sciences,,,DbMedX,Quality Engineer,Medical Equipment
1016,2015,Art,Humanities,Psychology,Social Sciences,,,New College Child Center,Teacher,Education / Training
1025,2008,Marine Biology,Natural Sciences,Psychology,Social Sciences,,,El Paso Zoo,Zoo Area Supervisor,
1064,2015,Humanities,Humanities,Psychology,Social Sciences,,,Temple Sinai Religious School,Hebrew instructor,Religion
1017,2012,Art,Humanities,Psychology,Social Sciences,,,Jewish Child and Family Services,Teaching Assistant,Psychotherapy
1033,2002,Economics,Social Sciences,Public Policy,Interdisciplinary,,,"Highmark, Inc.",Medical Economics Consultant,Consulting
389,2010,Economics,Social Sciences,Public Policy,Interdisciplinary,,,FDIC,Financial Economist,Financial Services
1060,2016,Gender Studies,Social Sciences,Religion,Humanities,,,Private,Nanny,
700,2007,Literature,Humanities,Religion,Humanities,,,(Re)birthing Collective,Doula,Medicine
892,2014,Political Science,Social Sciences,Religion,Humanities,,,Peace Corps,Health Education Volunteer,Non Profit
1061,2003,Gender Studies,Social Sciences,Religion,Humanities,,,Yoga Educator Academy,Director,Health & Fitness
1028,2005,Psychology,Social Sciences,Russian Language and Literature,Humanities,,,Johns Hopkins University,Program Coordinator,Education
661,2013,International and Area Studies,Interdisciplinary,Russian Language and Literature,Humanities,,,Institute for Multi-Trade Diplomacy,Intern,International Economic Development Consulting
434,2013,English,Humanities,Russian Language and Literature,Humanities,,,Planned Parenthood,Development and Event Coordinator,Non Profit
1128,2007,Environmental Studies,Interdisciplinary,Sociology,Social Sciences,,,Greening America,Project Manager,Nonprofit
1140,2011,Spanish Language and Literature,Humanities,Sociology,Social Sciences,,,North American Teaching and Cultural Assistant Program,Teaching Assistant,Education
1127,2004,Environmental Studies,Interdisciplinary,Sociology,Social Sciences,,,Clean Technia & Planet Save,Director and Editor,Environmental
1126,2005,Environmental Studies,Interdisciplinary,Sociology,Social Sciences,,,Lake County Community Development Cort,Program Manager-Cooperative Business Developer,Non Profit
82,2006,Anthropology,Social Sciences,Sociology,Social Sciences,,,Spencer Cox Ctr for Health Mt Sinai St. Luke Roosevelt Hosp,Program Director,Healthcare
580,2011,History,Social Sciences,Sociology,Social Sciences,,,Mawn Law Consulting,Attorney,Law
1125,2020,"Theater, Dance and Performance Studies",Humanities,Sociology,Social Sciences,,,Class & Co.,Events Manager,
320,2015,Classics,Humanities,Sociology,Social Sciences,,,The Walking Company,Sales Associate,Retail
1065,2019,Humanities,Humanities,Spanish Language and Literature,Humanities,,,Unknown,,
1145,2018,Applied Mathematics,Natural Sciences,Spanish Language and Literature,Humanities,,,Broadbridge,Programme Analyst,Financial Services
83,2008,Anthropology,Social Sciences,Spanish Language and Literature,Humanities,,,Tulane University School of Medicine,Pulmonary & Critical Care Fellow,
1146,2020,Mathematics,Natural Sciences,Spanish Language and Literature,Humanities,,,Lake Country School,Elementary Assistant,Education
912,2009,Political Science,Social Sciences,Spanish Language and Literature,Humanities,,,New York City Teaching Fellows,Teacher-bilingual education-6th Grade,Education
1147,2015,Music,Humanities,Spanish Language and Literature,Humanities,,,Tapestry Public Charter School,High School Spanish Teacher,Education
1144,2020,Environmental Studies,Interdisciplinary,Spanish Language and Literature,Humanities,,,Student PIRGS,Campus Organizer,
689,2004,Literature,Humanities,Spanish Language and Literature,Humanities,,,Southeastern Louisiana University,Assistant Professor of English,Education
84,2005,Anthropology,Social Sciences,Spanish Language and Literature,Humanities,,,"Eye for Talent, Tree Frog Treks, Blue Bear School",Musician,Arts & Entertainment
1149,2018,Gender Studies,Social Sciences,Spanish Language and Literature,Humanities,,,Worden Farms,Farmer's market Employee,Agriculture
495,2008,Foreign Languages and Literatures,Humanities,Performance Studies,Interdisciplinary,,,Univeristy of Leipzig,Translator,Education
486,2003,Environmental Studies,Interdisciplinary,Performance Studies,Interdisciplinary,,,unknown,Producer,Arts & Entertainment
256,2006,English,Humanities,Performance Studies,Interdisciplinary,,,Little Grey Hat Productions,Writer/Actor/Director/Composer,Entertainment
255,2005,English,Humanities,Performance Studies,Interdisciplinary,,,Unknown,Geologist,
85,2009,Anthropology,Social Sciences,Performance Studies,Interdisciplinary,,,The Art Theatre Cooperative,General Manager,Film
1153,2013,Art,Humanities,Urban Studies,Interdisciplinary,,,Public Art Program,Artist Residency,Arts
1161,2002,Anthropology,Social Sciences,Art,Humanities,,,Med Art Pros South,Anaplastologist,Healthcare
1162,2003,Gender Studies,Social Sciences,Art,Humanities,,,Brooklyn Public Library,Senior Librarian- Youth Services Department,Library
1,2011,Interdisciplinary,Interdisciplinary,,,,,Capgemini Consulting,Apprentice Knowledge Worker,Business Consulting
2,2011,Interdisciplinary,Interdisciplinary,,,,,Cycle.land,Founder,
354,2010,Economics,Social Sciences,,,,,"Atlantic Union Equipment Finance, Inc.",Regional Director,
3,2008,Anthropology,Social Sciences,,,,,Public Radio Remix from PRX,Radio Producer,Media
4,2012,Anthropology,Social Sciences,,,,,Chemonics International,UK Division Operations & Program Mgmt. Asst.,
5,2009,Anthropology,Social Sciences,,,,,Design Central,"Anthropologist, Research and Strategy",Research
6,2009,Anthropology,Social Sciences,,,,,Self-Employed Private Practice,LICSW,Healthcare
7,2013,Anthropology,Social Sciences,,,,,Rachel's Maid for You,Founder,
8,2002,Anthropology,Social Sciences,,,,,"MAC, Rebellion Films",,Entertainment
9,2014,Anthropology,Social Sciences,,,,,Paul Smith's College,Assoc. Dir. of International & Veteran Admissions,
10,2014,Anthropology,Social Sciences,,,,,Panamerican Consultants,Field Technician,Antiques
11,2015,Anthropology,Social Sciences,,,,,Archaelogical Consultants Inc.,Field Technician,Antiques
12,2011,Anthropology,Social Sciences,,,,,HearUSA,Audiologist,
13,2015,Anthropology,Social Sciences,,,,,eMindful Inc.,Sales and Marketing,Health Care Consulting
14,2013,Anthropology,Social Sciences,,,,,National Park Service/Student Conservation Assoc,Cultural Resources and Park Planning,Government
15,2015,Anthropology,Social Sciences,,,,,The Tides Restaurant,Busser,Food and Lodging
16,2013,Anthropology,Social Sciences,,,,,Need a Ride Pedicabs,Driver / Operator,Transportation
17,2013,Anthropology,Social Sciences,,,,,Self Employed,"Write food/drink editorials, try to get them publ",Journalism
18,2010,Anthropology,Social Sciences,,,,,U. of Florida,Instructor,Education
19,2006,Anthropology,Social Sciences,,,,,Unknown,Tea Specialist,Food
20,2007,Anthropology,Social Sciences,,,,,New College Child Care Center,Teacher,Education
21,2012,Anthropology,Social Sciences,,,,,Hillsborough County Public Schools,Substitute Teacher,Education
22,2005,Anthropology,Social Sciences,,,,,Alliance for a Healthier Generation,Healthy Out of School Time Manager,Education
23,2013,Anthropology,Social Sciences,,,,,University of Arizona,Graduate Teahing Assistant / Resarch assistant,Education
24,2005,Anthropology,Social Sciences,,,,,Gibbs Houston Pauw,Paralegal,Law
25,2003,Anthropology,Social Sciences,,,,,Oregon Department of Fish & Wildlife,Cultural Resources Specialist,Government
26,2014,Anthropology,Social Sciences,,,,,Fool and Scholar Productions,Writer & Creator,
27,2012,Anthropology,Social Sciences,,,,,OpenGov Inc.,Professional Services Manager,
28,2012,Anthropology,Social Sciences,,,,,Kyoto City Board of Education,Assistant Language Teacher,Education
29,2010,Anthropology,Social Sciences,,,,,New College of Florida,Campus Life Coordinator,Educational Services
30,2015,Anthropology,Social Sciences,,,,,Self- Employed,Doula,
31,2012,Anthropology,Social Sciences,,,,,The Top Resturant,Front of House Assistant,Restaurant
32,2009,Anthropology,Social Sciences,,,,,Alachua County Public Schools,Extended Day Enrichment Program On-Site Coordinato,Education
33,2011,Anthropology,Social Sciences,,,,,McGuire Managment Group,Corporate Wine Director,Food Service
34,2016,Anthropology,Social Sciences,,,,,ConwayStrategic,Communications Fellow,Communications
35,2008,Anthropology,Social Sciences,,,,,Village Coffee,Barista,Restaurant
36,2007,Anthropology,Social Sciences,,,,,Apple,Technician,Technology
37,2004,Anthropology,Social Sciences,,,,,Gentlestorm Productions LLC,President/Creative Director,Online Media
38,2014,Anthropology,Social Sciences,,,,,"Crafted Earth, INC.",Project Assistant,Architecture
39,2005,Anthropology,Social Sciences,,,,,Drug Policy Alliance,Publications Manager,Nonprofit
40,2005,Anthropology,Social Sciences,,,,,"Sandler, Travis & Rosenberg",Sr. Marketing Director,Media
41,2011,Anthropology,Social Sciences,,,,,The National September 11 Memorial & Museum,Collections Management Assistant,
42,2015,Anthropology,Social Sciences,,,,,The Kindezi Schools,,Education
43,2004,Anthropology,Social Sciences,,,,,Green Light Acupuncture,Licensed Acupunturist,Medical
44,2007,Anthropology,Social Sciences,,,,,Unknown,,
45,2003,Anthropology,Social Sciences,,,,,Hummingbird Law,Associate Lawyer,Law
46,2015,Anthropology,Social Sciences,,,,,Americorps,Americorps Vista,Non Profit
47,2013,Anthropology,Social Sciences,,,,,Trader Joe's,Cashier,Food Service
48,2017,Anthropology,Social Sciences,,,,,Sky Vegetables,Greenhouse Coordinator,
49,2010,Anthropology,Social Sciences,,,,,unknown,Higher Education professional,Education
50,2012,Anthropology,Social Sciences,,,,,Great Basin Institute,Park Guide,Archaeology
51,2004,Anthropology,Social Sciences,,,,,EJB Benefit Auctions,Lead Auctioneer & Fundraising Consultant,Consulting
52,2014,Anthropology,Social Sciences,,,,,SCF Business Group,"Quality Assurance, Scribe",
53,2005,Anthropology,Social Sciences,,,,,Island Village Montessori School,,
54,2015,Anthropology,Social Sciences,,,,,Spanish Govt,English Teacher,Education
55,2004,Anthropology,Social Sciences,,,,,Advanced Green Technologies,Project manager,Technology
56,2017,Anthropology,Social Sciences,,,,,VISTA,Development & Outreach Coordinator,
57,2004,Anthropology,Social Sciences,,,,,Seattle Central College,Associate Dean of Transfer Education,Education
58,2012,Anthropology,Social Sciences,,,,,The Bureau Adventure Games,CEO,
59,2013,Anthropology,Social Sciences,,,,,Habitat for Humanity ReStore,Sales Associate,Retail
60,2002,Anthropology,Social Sciences,,,,,Unknown,Clinical Social Worker,Education
448,2011,Environmental Studies,Interdisciplinary,,,,,Clean Water Action,Community Organizer,Non Profit
445,2017,Environmental Studies,Interdisciplinary,,,,,University of Oregon,Graduate Employee,
444,2014,Environmental Studies,Interdisciplinary,,,,,Friendship Centers,Creative Services Coordinator,Non Profit
442,2013,Environmental Studies,Interdisciplinary,,,,,Ringling Museum,Event Assistant,Services
447,2016,Environmental Studies,Interdisciplinary,,,,,ScribeAmerica,Manager,Healthcare
443,2008,Environmental Studies,Interdisciplinary,,,,,University of Florida,Entomology Research Assistant,Education
1160,2005,Art,Humanities,,,,,Graham Projects LLC,Owner,
446,2005,Environmental Studies,Interdisciplinary,,,,,WA State Office of the Attorney General,Assistant Attorney General,Law
441,2002,Environmental Studies,Interdisciplinary,,,,,Morgan Films,Film Producer,Arts & Entertainment
440,2002,Environmental Studies,Interdisciplinary,,,,,Loyola University,Director of Admissions Operations and Technology,Education
793,2006,Philosophy,Humanities,,,,,unknown,"Teacher, elementary",Education
794,2012,Philosophy,Humanities,,,,,Wildbright Technology,Software Developer,Information Technology
801,2007,Philosophy,Humanities,,,,,Mazzoni Center,Medical Case Manager,Healthcare
452,2010,Environmental Studies,Interdisciplinary,,,,,Advance Auto Parts,Parts Sales Professional and 4th Key Holder,Retail
453,2006,Environmental Studies,Interdisciplinary,,,,,Catch a Piece of Maine,Managing Director,Food Franchise
459,2009,Environmental Studies,Interdisciplinary,,,,,Studio Yooga,Owner,
460,2006,Environmental Studies,Interdisciplinary,,,,,Unknown,Field Technician,Environmental
456,2014,Environmental Studies,Interdisciplinary,,,,,PropLogix,Manager of IT,Technology
457,2012,Environmental Studies,Interdisciplinary,,,,,Stetson Law School,Law Student,Education
485,2017,Environmental Studies,Interdisciplinary,,,,,Planned Parenthood,Health Assistant,Healthcare
455,2008,Environmental Studies,Interdisciplinary,,,,,Urban Acre Homestead,Owner,Farming
473,2012,Environmental Studies,Interdisciplinary,,,,,Pan African Sanctuary Alliance,Administration and Communications Manager,Non Profit
461,2013,Environmental Studies,Interdisciplinary,,,,,Woodland Ranch,,
462,2007,Environmental Studies,Interdisciplinary,,,,,Whole Foods,Sustainability Consultant,
87,2016,Applied Mathematics,Natural Sciences,,,,,Superluminal Partners,Partner,
86,2015,Applied Mathematics,Natural Sciences,,,,,Kellstrom Materials,Data Analyst,Manufacturing
465,2009,Environmental Studies,Interdisciplinary,,,,,"WJB Capital Group, Inc.",Business Development & Asian Trading,Economic Development
466,2008,Environmental Studies,Interdisciplinary,,,,,Atkins,Senior Scientist,Environmental
467,2015,Environmental Studies,Interdisciplinary,,,,,Natural Stone Solutions,Sales,Business
468,2020,Environmental Studies,Interdisciplinary,,,,,Drinkswell Service Co.,Assistant,
469,2002,Environmental Studies,Interdisciplinary,,,,,"Office of Watersheds, Philadelphia Water Department",City Planner,City/County/State
102,2015,Art,Humanities,,,,,Anthropologie,Sales Associate,Retail
111,2011,Art,Humanities,,,,,WiSP Sports Network,Producer & Host,
98,2012,Art,Humanities,,,,,Manatee County School District,Art Teacher,Education
831,2008,Physics,Natural Sciences,,,,,Google,Systems Engineer,Information Technology
99,2006,Art,Humanities,,,,,Self-Employed,Massage,Healthcare
113,2010,Art,Humanities,,,,,Etra Fine Art,Gallerist,Arts
110,2006,Art,Humanities,,,,,"Marina Williams Art, Design & Photography",Freelance Photographer/Artist,Antiques
109,2007,Art,Humanities,,,,,New York City Office of Emergency Management,Outreach Coordinator,
105,2009,Art,Humanities,,,,,Schoolhouse,Graphic Designer,Arts
104,2007,Art,Humanities,,,,,Boston College,Staff Assistant,Education
101,2007,Art,Humanities,,,,,Smithsonian Center for Learning & Digital Access,Digital Interactive Designer,Media
96,2010,Art,Humanities,,,,,Big E's Cafe,Barista,
97,2009,Art,Humanities,,,,,The School of the Art Institute of Chicago,Student Designer,Education
100,2014,Art,Humanities,,,,,PostcardMania,Quality Control Manager,
112,2008,Art,Humanities,,,,,Conifer Health Solutions,Senior Referral Advisor,Healthcare
475,2009,Environmental Studies,Interdisciplinary,,,,,Unknown,,Environmental Services
458,2015,Environmental Studies,Interdisciplinary,,,,,Manatee County Parks & Nat. Res.,Site Supervisor,Government
103,2009,Art,Humanities,,,,,"UrbanWorks, Ltd.",Designer,Architecture
107,2016,Art,Humanities,,,,,Art Center Sarasota,Exhibitions & Marketing Coordinator,
108,2011,Art,Humanities,,,,,Rollins College Child Development Cneter,Assistant Teacher,Education
94,2006,Art,Humanities,,,,,San Mateo County Library,Librarian,Library
860,2007,Political Science,Social Sciences,,,,,West Virginia University School of Public Health,Assistant Program Director,Education
478,2008,Environmental Studies,Interdisciplinary,,,,,Nature Conservancy,,
480,2005,Environmental Studies,Interdisciplinary,,,,,The Xerces Society,Endangered Species Conservation Associate,Environmental Services
234,2017,Biopsychology,Interdisciplinary,,,,,New College of Florida,Psychology Tech,
95,2010,Art,Humanities,,,,,North American Teaching and Cultural Assistant Program,Teaching Assistant,Education
93,2008,Art,Humanities,,,,,Lina Maslo Illustration,Freelance Author & Illustrator,Art
106,2008,Art,Humanities,,,,,Ready-to-Grow Gardens,Owner,Arts
867,2009,Political Science,Social Sciences,,,,,Gina DeCrescenzo P.C.,Attorney,Law
117,2013,Art History,Humanities,,,,,Caldwell Snyder Gallery,Gallery Administrator,Non Profit
118,2017,Art History,Humanities,,,,,Whitney Museum of American Art,Visitor Services Assistant,Museums and Institutions
124,2008,Art History,Humanities,,,,,Galveston County District Attorney,Assistant District Attorney,Law
493,2007,Foreign Languages and Literatures,Humanities,,,,,Unemployed,,
872,2018,Political Science,Social Sciences,,,,,IMG Academy,Social Studies Teacher,
116,2002,Art History,Humanities,,,,,Bank of America,Assistant General Counsel,Banking
115,2012,Art History,Humanities,,,,,Starbucks,Shift Supervisor,
861,2013,Political Science,Social Sciences,,,,,Florida House of Representatives,Legislative Research Assistant,Government
496,2006,French,Humanities,,,,,Boston Public Library,Librarian,Library
863,2008,Political Science,Social Sciences,,,,,Information Staffing Services Inc (State Voices),Data & Target Manager,Human Resources
120,2013,Art History,Humanities,,,,,Freelance,Copy Editor,
123,2013,Art History,Humanities,,,,,Museum of Arts and Design,Assistant Registrar,Museums and Institutions
503,2019,Gender Studies,Social Sciences,,,,,Kansas City Art Institute,Assistant Director of Housing,
119,2012,Art History,Humanities,,,,,Self employed,Leadership Coach & Business Consultant,
246,2007,English,Humanities,,,,,Spiralgroup,Marketing Writer,Public Relations
121,2005,Art History,Humanities,,,,,Customink.com,Sales/Service Representative,Textiles
122,2019,Art History,Humanities,,,,,Sarasota Museum of Art,Curatorial Assistant,Museums and Institutions
137,2013,Chemistry,Natural Sciences,,,,,University of Michigan,General Surgery Resident,
139,2020,Chemistry,Natural Sciences,,,,,University of Miami,Laboratory Assistant,
152,2007,Chemistry,Natural Sciences,,,,,University of South Florida,Graduate Assistant,Education
145,2004,Chemistry,Natural Sciences,,,,,Shriners Hospitals for Children,Corporate Counsel,Healthcare
142,2018,Chemistry,Natural Sciences,,,,,The Hebrew University of Jerusalem,Research Assistant (part-time),Higher education
143,2013,Chemistry,Natural Sciences,,,,,Cold Spring Harbor Laboratory,Postdoctoral Fellow,
147,2020,Chemistry,Natural Sciences,,,,,State College of Florida-Manatee-Sarasota,Supplemental Instruction Specialist,Higher education
146,2012,Chemistry,Natural Sciences,,,,,National Institute of Health,virology research lab assistant,Medical
138,2005,Chemistry,Natural Sciences,,,,,Cornell Cooperative Extension,Agriculture Resource Educator,Agriculture
140,2013,Chemistry,Natural Sciences,,,,,Washington U Sch of Med Neurology Dept,Research Technician,
151,2010,Chemistry,Natural Sciences,,,,,Spectrum Youth and Family Services,Americorps Resource Coordinator,Services
153,2012,Chemistry,Natural Sciences,,,,,National Cancer Institute,post-baccalaureate research,Medical
150,2013,Chemistry,Natural Sciences,,,,,University of South Carolina,Medical assistant,Medical
144,2010,Chemistry,Natural Sciences,,,,,Brigham and Women's Hospital,Clinical Fellow OBGYN,Healthcare
141,2014,Chemistry,Natural Sciences,,,,,Americorps,Corps Member,Non Profit
148,2005,Chemistry,Natural Sciences,,,,,BioMarin Pharmaceutical Inc.,"Scientist II, Statistical Genetics",
149,2016,Chemistry,Natural Sciences,,,,,University of Florida,Graduate Research Assistant,Education
162,2013,Biopsychology,Interdisciplinary,,,,,Angels of Charity,Volunteer,
159,2011,Biopsychology,Interdisciplinary,,,,,Optum,"Senior Consultant, Advisory Services",
161,2007,Biopsychology,Interdisciplinary,,,,,Apple,Vision Scientist,
157,2010,Biopsychology,Interdisciplinary,,,,,MAPS,Executive Director of MAPS,
163,2007,Biopsychology,Interdisciplinary,,,,,PRA Health Sciences Assigned to Merck,Senior Clinical Trial Coordinator,Medical
154,2003,Biopsychology,Interdisciplinary,,,,,"Shenkman Capital Management, Inc.",Loan Operations Manager,
165,2009,Biopsychology,Interdisciplinary,,,,,Naval Aerospace Medical Institute,Physician-Aerospace Medicine Resident,Healthcare
158,2013,Biopsychology,Interdisciplinary,,,,,Unknown,Admissions Work Study,Education
156,2009,Biopsychology,Interdisciplinary,,,,,University of Florida-North Florida Research and Education C,Research Assistant,
160,2005,Biopsychology,Interdisciplinary,,,,,Regal Entertainment Group,General Manager,Services
164,2009,Biopsychology,Interdisciplinary,,,,,Cowlitz Family Health Center,ARNP,Healthcare
155,2006,Biopsychology,Interdisciplinary,,,,,Cornell University,Teaching & Research Assistant,Education
521,2002,Interdisciplinary,Interdisciplinary,,,,,Jacksonville Library System,Librarian,Education
528,2002,Interdisciplinary,Interdisciplinary,,,,,P. Scott Russell P.A.,Law Office Manager,Law
523,2007,Interdisciplinary,Interdisciplinary,,,,,UCSF Alliance Health Project,Student & Clinical Social Work intern,Non Profit
211,2012,Biology,Natural Sciences,,,,,Fulbright,Fulbright Scholar-Chem,Research
182,2010,Biology,Natural Sciences,,,,,Moffitt Cancer Center,Postdoctoral Fellow,Healthcare
276,2002,Chemistry,Natural Sciences,,,,,Star2Star Communications,Software Developement Manager,Software Design
837,2011,Political Science,Social Sciences,,,,,Gizmodo,Reporter,Media
539,2007,German Language and Literature,Humanities,,,,,Unknown,Teaching,Education
168,2006,Biology,Natural Sciences,,,,,University of Chicago (Ecology & Evolution Dept),PhD Candidate,Education
541,2007,Spanish Language and Culture,Humanities,,,,,Intraespa Inc.,,Law
171,2006,Biology,Natural Sciences,,,,,Southside Community School,Science Teacher,Education
555,2006,History,Social Sciences,,,,,State Attorney,Attorney,Law
177,2002,Biology,Natural Sciences,,,,,University of Wisconsin at Madison,Research Specialist,Education
556,2002,History,Social Sciences,,,,,Library of Congress,Copyright Acquisitions Librarian,Government
183,2020,Biology,Natural Sciences,,,,,Kaycha Labs,Microbiologist/Laboratory Analyst,
547,2011,History,Social Sciences,,,,,Chamberlain High School,High School Teacher,Education
181,2020,Biology,Natural Sciences,,,,,Cosmetic Solutions,R&D Administrative Assistant,
194,2008,Biology,Natural Sciences,,,,,Stacey Loves Science,Independent Tutor,Education
169,2012,Biology,Natural Sciences,,,,,University of Wisconsin-Madison,Graduate Student Researcher,Education
180,2009,Biology,Natural Sciences,,,,,Mountain Region Family Medicine PC,Osteopathic Physician,Healthcare
186,2005,Biology,Natural Sciences,,,,,Trout Unlimited,Project Manager,Environmental Science
187,2007,Biology,Natural Sciences,,,,,U. of FL Pain Research & Intervention Ctr of Excellence,Postdoctoral Fellow,Healthcare
188,2004,Biology,Natural Sciences,,,,,Bureau of Ocean Energy Management,Renewable Energy Program Specialist,Government
184,2014,Biology,Natural Sciences,,,,,Western Carolina University,Teaching Assistant,Education
203,2014,Biology,Natural Sciences,,,,,Fred Hutchinson Cancer Research Center,"MSTP Student, Bloom Laboratory",
174,2018,Biology,Natural Sciences,,,,,F.W. Bucholz High School,Biology Teacher,Education
178,2008,Biology,Natural Sciences,,,,,Banfield Pet Hospital,Small Animal Veterinary Technician,Medicine
549,2013,History,Social Sciences,,,,,East Bay Community Foundation,"Finance, Administrative Program Manager",Non Profit
166,2002,Biology,Natural Sciences,,,,,Fish and Wildlife Research Institute,Research Scientist,Environmental Science
193,2010,Biology,Natural Sciences,,,,,FL Museum of Natural History,Archivist,Museums and Institutions
167,2003,Biology,Natural Sciences,,,,,Benjamin Zolper MD,Physical Therapist,Healthcare
208,2010,Biology,Natural Sciences,,,,,Ringling College of Art & Design,Student Assistant,Education
170,2007,Biology,Natural Sciences,,,,,Wellington Veterinary Clinic,Veterinary Asst.,Healthcare
545,2012,History,Social Sciences,,,,,Ringling College of Art & Design,Archivist,
198,2006,Biology,Natural Sciences,,,,,New York University,Graduate Assistant,Education
185,2004,Biology,Natural Sciences,,,,,Sarasota County,Environmental Specialist,City/County/State
551,2020,History,Social Sciences,,,,,The Guatemalan-Maya Center,Executive Administrative Assistant,
175,2008,Biology,Natural Sciences,,,,,Regions Bank,Project Manager,Banking
190,2005,Biology,Natural Sciences,,,,,U.S. Peace Corps,Coastal Resource Manager,
204,2004,Biology,Natural Sciences,,,,,University of Missouri-Columbia,Post-Doc Lecturer,Education
179,2006,Biology,Natural Sciences,,,,,Florida Digestive Health Specialists,Physician's Assistant,Healthcare
192,2003,Biology,Natural Sciences,,,,,unknown,Nurse Practicioner,Healthcare
206,2003,Biology,Natural Sciences,,,,,Harvard Medical School,Research Associate - Global Health & Social Medici,
197,2013,Biology,Natural Sciences,,,,,Americorp,"""Americop""",Non Profit
205,2008,Biology,Natural Sciences,,,,,"MEDNAX, Health Solutions Partner",Neonatologist,
210,2013,Biology,Natural Sciences,,,,,Baptist Hospital,Addiction Medicine Fellow,
196,2012,Biology,Natural Sciences,,,,,Unknown,dentist,Dentistry
202,2007,Biology,Natural Sciences,,,,,King County Washington,Health & Wellbeing Project Manager,
199,2020,Biology,Natural Sciences,,,,,Insight Global,Contact Tracer,
200,2003,Biology,Natural Sciences,,,,,University of Florida,Biological Scientist,Education
189,2010,Biology,Natural Sciences,,,,,University of Florida,Lab Tech,
191,2019,Biology,Natural Sciences,,,,,Roskamp Institute,Research Assistant,
581,2015,Humanities,Humanities,,,,,Sarasota Literacy Council,English Tutor,Education / Training
176,2002,Biology,Natural Sciences,,,,,Sound Family Medicine,Physician,Healthcare
195,2010,Biology,Natural Sciences,,,,,Hail Plantation Animal Clinic,,Healthcare
201,2009,Biology,Natural Sciences,,,,,Eurofins,Group Leader,
586,2019,Humanities,Humanities,,,,,Shorecrest Preparatory School,Teacher Assistant,Education
209,2005,Biology,Natural Sciences,,,,,Unknown,Environmental Scientist,Research
172,2009,Biology,Natural Sciences,,,,,UT Southwestern Medical Center,Physician Assistant,
207,2013,Biology,Natural Sciences,,,,,Peace Corps,Peace Corps Volunteer,Government
595,2002,Humanities,Humanities,,,,,Boston Biomedical Research Institute,Artist in Residence,Research
173,2002,Biology,Natural Sciences,,,,,National Oceanic and Atmospheric Administration,Program Coordinator,Environmental Services
230,2013,Biology,Natural Sciences,,,,,Steady Point,Private Tutor,Education
233,2011,Biopsychology,Interdisciplinary,,,,,Jackson Veterinary Hospital,Veterinary Technician,Medical
236,2013,Biopsychology,Interdisciplinary,,,,,Women Against Abuse,Intake Counselor,Non Profit
235,2019,Biopsychology,Interdisciplinary,,,,,The Center for Organizational Effectiveness,Asistant Consultant,Consulting
232,2003,Biopsychology,Interdisciplinary,,,,,E.W. Scripps,Developer,Entertainment
611,2013,Humanities,Humanities,,,,,Arts in Action,Art Teacher,Education
237,2017,Biopsychology,Interdisciplinary,,,,,PetCo,Aquatics Specialist,Retail
231,2007,Biopsychology,Interdisciplinary,,,,,Points of Health,Acupuncture Physician,Healthcare
