"","ID","GRAD_YEAR","AOC_num","AOC","DIVISION","Industry","Position","Org_Name"
"293",572,2008,"2","History","Social Sciences","Publishing","Freelance Editor","Self Employed"
"294",573,2004,"1","Economics","Social Sciences","Non Profit","Senior Director, Research & Issue Networks","US Chamber of Commerce Foundation"
"295",573,2004,"2","History","Social Sciences","Non Profit","Senior Director, Research & Issue Networks","US Chamber of Commerce Foundation"
"296",579,2011,"1","Mathematics","Natural Sciences","Financial Services","Data Scientist","Charles Schwab"
"297",579,2011,"2","History","Social Sciences","Financial Services","Data Scientist","Charles Schwab"
"298",1023,2005,"1","Psychology","Social Sciences","Government",NA,"Unknown"
"299",1023,2005,"2","History","Social Sciences","Government",NA,"Unknown"
"300",885,2005,"1","Political Science","Social Sciences","Government","Deputy Communications Director","Congress-Senator Mark Udall (D-CO)"
"301",885,2005,"2","History","Social Sciences","Government","Deputy Communications Director","Congress-Senator Mark Udall (D-CO)"
"302",575,2007,"1","Gender Studies","Social Sciences","Healthcare","Physical Therapist Assistant","Roane State Community College"
"303",575,2007,"2","History","Social Sciences","Healthcare","Physical Therapist Assistant","Roane State Community College"
"304",368,2006,"1","Economics","Social Sciences","Defense & Space","Research Staff Member (Statistics)","The Institute for Defense Analyses (IDA)"
"305",656,2012,"1","French","Humanities","Education","English Teacher","TAPIF"
"306",656,2012,"2","International and Area Studies","Interdisciplinary","Education","English Teacher","TAPIF"
"307",891,2002,"1","Political Science","Social Sciences","Law","Managing Attorney","KSD Law"
"308",891,2002,"2","International and Area Studies","Interdisciplinary","Law","Managing Attorney","KSD Law"
"309",660,2016,"1","Political Science","Social Sciences","Information Technology",NA,"Samasource"
"310",660,2016,"2","International and Area Studies","Interdisciplinary","Information Technology",NA,"Samasource"
"311",658,2013,"1","Political Science","Social Sciences","International Economic Development Consulting","Intern","Institute for Multi-Trade Diplomacy"
"312",658,2013,"2","International and Area Studies","Interdisciplinary","International Economic Development Consulting","Intern","Institute for Multi-Trade Diplomacy"
"313",659,2009,"1","Political Science","Social Sciences","Banking","Branch Service Leader","Regions Bank"
"314",659,2009,"2","International and Area Studies","Interdisciplinary","Banking","Branch Service Leader","Regions Bank"
"315",657,2013,"1","Gender Studies","Social Sciences","Marketing","Email Marketing Manager","Public Library of Science"
"316",657,2013,"2","International and Area Studies","Interdisciplinary","Marketing","Email Marketing Manager","Public Library of Science"
"317",273,2003,"1","Chemistry","Natural Sciences","Research","Regulatory Affairs Intern","Genentech"
"318",907,2003,"1","Political Science","Social Sciences","Non Profit","Senior Program Officer","Millennium Challenge Corporation"
"319",907,2003,"2","International and Area Studies","Interdisciplinary","Non Profit","Senior Program Officer","Millennium Challenge Corporation"
"320",887,2013,"1","Political Science","Social Sciences","Education","Student","Critical Language Scholarship"
"321",887,2013,"2","International and Area Studies","Interdisciplinary","Education","Student","Critical Language Scholarship"
"322",888,2009,"1","Political Science","Social Sciences","Non Profit",NA,"IARD"
"323",888,2009,"2","International and Area Studies","Interdisciplinary","Non Profit",NA,"IARD"
"324",906,2004,"1","Political Science","Social Sciences","Software","Founder","Caribu"
"325",906,2004,"2","International and Area Studies","Interdisciplinary","Software","Founder","Caribu"
"326",908,2005,"1","Political Science","Social Sciences","Data Science","Data Scientist","Wayfair"
"327",908,2005,"2","International and Area Studies","Interdisciplinary","Data Science","Data Scientist","Wayfair"
"328",1138,2013,"1","Sociology","Social Sciences","Education","Graduate Instructor","University of South Florida"
"329",1138,2013,"2","International and Area Studies","Interdisciplinary","Education","Graduate Instructor","University of South Florida"
"330",568,2010,"1","History","Social Sciences","Development","Development Education Specialist","Peace Corps"
"331",568,2010,"2","International and Area Studies","Interdisciplinary","Development","Development Education Specialist","Peace Corps"
"332",662,2020,"1","Urban Studies","Interdisciplinary","City/County/State","Assistant City Planner","City of McCall"
"333",662,2020,"2","International and Area Studies","Interdisciplinary","City/County/State","Assistant City Planner","City of McCall"
"334",1139,2013,"1","Sociology","Social Sciences","Education","Study Abroad Coordinator","Mexico Solidarity Network"
"335",1139,2013,"2","International and Area Studies","Interdisciplinary","Education","Study Abroad Coordinator","Mexico Solidarity Network"
"336",690,2008,"1","Art","Humanities","Real Estate","Buyer Specialist","Teamworks Keller Williams"
"337",690,2008,"2","Literature","Humanities","Real Estate","Buyer Specialist","Teamworks Keller Williams"
"338",698,2019,"1","Theater, Dance and Performance Studies","Humanities","Performing Arts","Company Member & Dance Performer","Sarasota Contemporary Dance"
"339",698,2019,"2","Literature","Humanities","Performing Arts","Company Member & Dance Performer","Sarasota Contemporary Dance"
"340",702,2011,"1","Spanish Language and Literature","Humanities","Education",NA,"Emory University"
"341",702,2011,"2","Literature","Humanities","Education",NA,"Emory University"
"342",701,2011,"1","Spanish Language and Literature","Humanities","Education","Associate Director, Constituency Programs & Giving","University of Denver"
"343",701,2011,"2","Literature","Humanities","Education","Associate Director, Constituency Programs & Giving","University of Denver"
"344",691,2004,"1","Classics","Humanities","Non Profit","Director of Marketing & Development","Generation Rwanda"
"345",691,2004,"2","Literature","Humanities","Non Profit","Director of Marketing & Development","Generation Rwanda"
"346",715,2002,"1","Psychology","Social Sciences","Government","Environmental Education","U.S. Fish and Wildlife Service"
"347",715,2002,"2","Marine Biology","Natural Sciences","Government","Environmental Education","U.S. Fish and Wildlife Service"
"348",716,2018,"1","Chinese Language and Culture","Humanities","Education","Coordinator of Campus Activities","Saint Stephen's Episcopal School"
"349",716,2018,"2","Marine Biology","Natural Sciences","Education","Coordinator of Campus Activities","Saint Stephen's Episcopal School"
"350",386,2010,"1","Economics","Social Sciences","Education","Asst Professor","College of William & Mary"
"351",386,2010,"2","Mathematics","Natural Sciences","Education","Asst Professor","College of William & Mary"
"352",833,2004,"1","Physics","Natural Sciences","Education","Professor","Great Bay Community College"
"353",833,2004,"2","Mathematics","Natural Sciences","Education","Professor","Great Bay Community College"
"354",816,2005,"1","Philosophy","Humanities","Education","Philosophy Professor","Columbia University"
"355",816,2005,"2","Mathematics","Natural Sciences","Education","Philosophy Professor","Columbia University"
"356",909,2008,"1","Political Science","Social Sciences","Technology","Senior Data Scientist","Smart Data Solutions"
"357",909,2008,"2","Mathematics","Natural Sciences","Technology","Senior Data Scientist","Smart Data Solutions"
"358",736,2010,"1","Spanish Language and Literature","Humanities","Religion","Seminarian","Diocese of Venice"
"359",736,2010,"2","Medieval & Renaissance Studies","Interdisciplinary","Religion","Seminarian","Diocese of Venice"
"360",132,2013,"1","Art History","Humanities","Law","Paralegal","Finn Law Group PA"
"361",132,2013,"2","Music","Humanities","Law","Paralegal","Finn Law Group PA"
"362",752,2005,"1","Spanish Language and Culture","Humanities","Education","clerical support","New College of Florida"
"363",752,2005,"2","Music","Humanities","Education","clerical support","New College of Florida"
"364",747,2015,"1","Natural Sciences","Natural Sciences","Education","Assistant Language Teacher","JET Program"
"365",747,2015,"2","Music","Humanities","Education","Assistant Language Teacher","JET Program"
"366",1026,2016,"1","Psychology","Social Sciences","Education","Substitute Teacher","Charlotte County Public Schools"
"367",1026,2016,"2","Music","Humanities","Education","Substitute Teacher","Charlotte County Public Schools"
"368",818,2015,"1","Music","Humanities","Education","SAT / ACT Teacher","IMG Academy"
"369",818,2015,"2","Philosophy","Humanities","Education","SAT / ACT Teacher","IMG Academy"
"370",819,2008,"1","Political Science","Social Sciences","Health & Fitness","Clinical Fellow, Speech-Language Pathologist","University of Wisconsin-Madison Hospital and Clinics"
"371",819,2008,"2","Philosophy","Humanities","Health & Fitness","Clinical Fellow, Speech-Language Pathologist","University of Wisconsin-Madison Hospital and Clinics"
"372",817,2015,"1","Music","Humanities","Education","Chief Strategist","Renaissance Jacksonville"
"373",817,2015,"2","Philosophy","Humanities","Education","Chief Strategist","Renaissance Jacksonville"
"374",820,2005,"1","Humanities","Humanities","Education","Associate Professor of Theology","Harvard Divinity School"
"375",820,2005,"2","Philosophy","Humanities","Education","Associate Professor of Theology","Harvard Divinity School"
"376",63,2006,"1","Anthropology","Social Sciences","Education","unknown","University of CA Santa Cruz"
"377",63,2006,"2","Philosophy","Humanities","Education","unknown","University of CA Santa Cruz"
"378",1027,2008,"1","Psychology","Social Sciences","Government",NA,"National Labor Relations Board"
"379",1027,2008,"2","Philosophy","Humanities","Government",NA,"National Labor Relations Board"
"380",813,2003,"1","Humanities","Humanities","Law","Assistant Attorney General","Office of Maryland Attorney General"
"381",813,2003,"2","Philosophy","Humanities","Law","Assistant Attorney General","Office of Maryland Attorney General"
"382",814,2012,"1","Classics","Humanities","Business Consulting",NA,"FMP Consulting"
"383",814,2012,"2","Philosophy","Humanities","Business Consulting",NA,"FMP Consulting"
"384",815,2010,"1","Economics","Social Sciences","Law","Privacy Attorney","Morrison & Lee LLC"
"385",815,2010,"2","Philosophy","Humanities","Law","Privacy Attorney","Morrison & Lee LLC"
"386",1067,2017,"1","Russian Language and Literature","Humanities","Financial Services","Quality Assurance Team Lead","Wells Fargo"
"387",1067,2017,"2","Philosophy","Humanities","Financial Services","Quality Assurance Team Lead","Wells Fargo"
"388",78,2008,"1","Anthropology","Social Sciences","Healthcare","Nurse Midwife","OMG Women's Health Care"
"389",78,2008,"2","Philosophy","Humanities","Healthcare","Nurse Midwife","OMG Women's Health Care"
"390",1062,2015,"1","Humanities","Humanities","Education","Resident Counselor","Duke TiP / Rice University"
"391",1062,2015,"2","Philosophy","Humanities","Education","Resident Counselor","Duke TiP / Rice University"
"392",811,2012,"1","Humanities","Humanities","Law","Legal intern","Battery Park City Authority"
"393",811,2012,"2","Philosophy","Humanities","Law","Legal intern","Battery Park City Authority"
"394",79,2007,"1","Anthropology","Social Sciences","Arts & Entertainment",NA,"Unknown"
"395",79,2007,"2","Philosophy","Humanities","Arts & Entertainment",NA,"Unknown"
"396",731,2003,"1","Mathematics","Natural Sciences","Information Technology","Data Scientist","CA Technologies"
"397",731,2003,"2","Physics","Natural Sciences","Information Technology","Data Scientist","CA Technologies"
"398",753,2004,"1","Music","Humanities","Marketing","Software Development Manager","TUNE"
"399",753,2004,"2","Physics","Natural Sciences","Marketing","Software Development Manager","TUNE"
"400",294,2002,"1","Chemistry","Natural Sciences","Education","Associate Professor of Chemistry","U. of Georgia"
"401",294,2002,"2","Physics","Natural Sciences","Education","Associate Professor of Chemistry","U. of Georgia"
"402",306,2015,"1","Chemistry","Natural Sciences","Healthcare","Research Assistant","Roskamp Institute"
"403",306,2015,"2","Physics","Natural Sciences","Healthcare","Research Assistant","Roskamp Institute"
"404",1063,2012,"1","Humanities","Humanities","Insurance","Sr. Capability Manager","United Healthcare"
"405",1063,2012,"2","Political Science","Social Sciences","Insurance","Sr. Capability Manager","United Healthcare"
"406",388,2018,"1","Economics","Social Sciences","Government","Economist","Bureau of Labor Statistics"
"407",388,2018,"2","Political Science","Social Sciences","Government","Economist","Bureau of Labor Statistics"
"408",901,2007,"1","Environmental Studies","Interdisciplinary","Government","Mgr for Strategic Performance Mgmt","Pinellas County Governement"
"409",901,2007,"2","Political Science","Social Sciences","Government","Mgr for Strategic Performance Mgmt","Pinellas County Governement"
"410",411,2008,"1","Economics","Social Sciences","Law","Attorney","Sims and Sims LLP"
"411",411,2008,"2","Political Science","Social Sciences","Law","Attorney","Sims and Sims LLP"
"412",699,2015,"1","Literature","Humanities","Nonprofit","Program Manager","Uri L'Tzedek"
"413",699,2015,"2","Political Science","Social Sciences","Nonprofit","Program Manager","Uri L'Tzedek"
"414",387,2013,"1","Economics","Social Sciences","Attorney","Associate","Young Conaway"
"415",387,2013,"2","Political Science","Social Sciences","Attorney","Associate","Young Conaway"
"416",651,2018,"1","International and Area Studies","Interdisciplinary","International Relations","Asst. Dir. for Partnerships, Development team","Washington Office on Latin America (WOLA)"
"417",651,2018,"2","Political Science","Social Sciences","International Relations","Asst. Dir. for Partnerships, Development team","Washington Office on Latin America (WOLA)"
"418",910,2007,"1","Philosophy","Humanities","Insurance","Actuarial Analyst","Markel Insurance"
"419",910,2007,"2","Political Science","Social Sciences","Insurance","Actuarial Analyst","Markel Insurance"
"420",1014,2010,"1","Anthropology","Social Sciences","Non Profit","Associate Dir of Research","Transverse Myeletis Association"
"421",1014,2010,"2","Psychology","Social Sciences","Non Profit","Associate Dir of Research","Transverse Myeletis Association"
"422",1029,2012,"1","Spanish Language and Literature","Humanities","Medical Equipment","Quality Engineer","DbMedX"
"423",1029,2012,"2","Psychology","Social Sciences","Medical Equipment","Quality Engineer","DbMedX"
"424",1016,2015,"1","Art","Humanities","Education / Training","Teacher","New College Child Center"
"425",1016,2015,"2","Psychology","Social Sciences","Education / Training","Teacher","New College Child Center"
"426",1064,2015,"1","Humanities","Humanities","Religion","Hebrew instructor","Temple Sinai Religious School"
"427",1064,2015,"2","Psychology","Social Sciences","Religion","Hebrew instructor","Temple Sinai Religious School"
"428",1017,2012,"1","Art","Humanities","Psychotherapy","Teaching Assistant","Jewish Child and Family Services"
"429",1017,2012,"2","Psychology","Social Sciences","Psychotherapy","Teaching Assistant","Jewish Child and Family Services"
"430",1033,2002,"1","Economics","Social Sciences","Consulting","Medical Economics Consultant","Highmark, Inc."
"431",1033,2002,"2","Public Policy","Interdisciplinary","Consulting","Medical Economics Consultant","Highmark, Inc."
"432",389,2010,"1","Economics","Social Sciences","Financial Services","Financial Economist","FDIC"
"433",389,2010,"2","Public Policy","Interdisciplinary","Financial Services","Financial Economist","FDIC"
"434",700,2007,"1","Literature","Humanities","Medicine","Doula","(Re)birthing Collective"
"435",700,2007,"2","Religion","Humanities","Medicine","Doula","(Re)birthing Collective"
"436",892,2014,"1","Political Science","Social Sciences","Non Profit","Health Education Volunteer","Peace Corps"
"437",892,2014,"2","Religion","Humanities","Non Profit","Health Education Volunteer","Peace Corps"
"438",1061,2003,"1","Gender Studies","Social Sciences","Health & Fitness","Director","Yoga Educator Academy"
"439",1061,2003,"2","Religion","Humanities","Health & Fitness","Director","Yoga Educator Academy"
"440",1028,2005,"1","Psychology","Social Sciences","Education","Program Coordinator","Johns Hopkins University"
"441",1028,2005,"2","Russian Language and Literature","Humanities","Education","Program Coordinator","Johns Hopkins University"
"442",661,2013,"1","International and Area Studies","Interdisciplinary","International Economic Development Consulting","Intern","Institute for Multi-Trade Diplomacy"
"443",661,2013,"2","Russian Language and Literature","Humanities","International Economic Development Consulting","Intern","Institute for Multi-Trade Diplomacy"
"444",434,2013,"1","English","Humanities","Non Profit","Development and Event Coordinator","Planned Parenthood"
"445",434,2013,"2","Russian Language and Literature","Humanities","Non Profit","Development and Event Coordinator","Planned Parenthood"
"446",1128,2007,"1","Environmental Studies","Interdisciplinary","Nonprofit","Project Manager","Greening America"
"447",1128,2007,"2","Sociology","Social Sciences","Nonprofit","Project Manager","Greening America"
"448",1140,2011,"1","Spanish Language and Literature","Humanities","Education","Teaching Assistant","North American Teaching and Cultural Assistant Program"
"449",1140,2011,"2","Sociology","Social Sciences","Education","Teaching Assistant","North American Teaching and Cultural Assistant Program"
"450",1127,2004,"1","Environmental Studies","Interdisciplinary","Environmental","Director and Editor","Clean Technia & Planet Save"
"451",1127,2004,"2","Sociology","Social Sciences","Environmental","Director and Editor","Clean Technia & Planet Save"
"452",1126,2005,"1","Environmental Studies","Interdisciplinary","Non Profit","Program Manager-Cooperative Business Developer","Lake County Community Development Cort"
"453",1126,2005,"2","Sociology","Social Sciences","Non Profit","Program Manager-Cooperative Business Developer","Lake County Community Development Cort"
"454",82,2006,"1","Anthropology","Social Sciences","Healthcare","Program Director","Spencer Cox Ctr for Health Mt Sinai St. Luke Roosevelt Hosp"
"455",82,2006,"2","Sociology","Social Sciences","Healthcare","Program Director","Spencer Cox Ctr for Health Mt Sinai St. Luke Roosevelt Hosp"
"456",580,2011,"1","History","Social Sciences","Law","Attorney","Mawn Law Consulting"
"457",580,2011,"2","Sociology","Social Sciences","Law","Attorney","Mawn Law Consulting"
"458",320,2015,"1","Classics","Humanities","Retail","Sales Associate","The Walking Company"
"459",320,2015,"2","Sociology","Social Sciences","Retail","Sales Associate","The Walking Company"
"460",1145,2018,"1","Applied Mathematics","Natural Sciences","Financial Services","Programme Analyst","Broadbridge"
"461",1145,2018,"2","Spanish Language and Literature","Humanities","Financial Services","Programme Analyst","Broadbridge"
"462",1146,2020,"1","Mathematics","Natural Sciences","Education","Elementary Assistant","Lake Country School"
"463",1146,2020,"2","Spanish Language and Literature","Humanities","Education","Elementary Assistant","Lake Country School"
"464",912,2009,"1","Political Science","Social Sciences","Education","Teacher-bilingual education-6th Grade","New York City Teaching Fellows"
"465",912,2009,"2","Spanish Language and Literature","Humanities","Education","Teacher-bilingual education-6th Grade","New York City Teaching Fellows"
"466",1147,2015,"1","Music","Humanities","Education","High School Spanish Teacher","Tapestry Public Charter School"
"467",1147,2015,"2","Spanish Language and Literature","Humanities","Education","High School Spanish Teacher","Tapestry Public Charter School"
"468",689,2004,"1","Literature","Humanities","Education","Assistant Professor of English","Southeastern Louisiana University"
"469",689,2004,"2","Spanish Language and Literature","Humanities","Education","Assistant Professor of English","Southeastern Louisiana University"
"470",84,2005,"1","Anthropology","Social Sciences","Arts & Entertainment","Musician","Eye for Talent, Tree Frog Treks, Blue Bear School"
"471",84,2005,"2","Spanish Language and Literature","Humanities","Arts & Entertainment","Musician","Eye for Talent, Tree Frog Treks, Blue Bear School"
"472",1149,2018,"1","Gender Studies","Social Sciences","Agriculture","Farmer's market Employee","Worden Farms"
"473",1149,2018,"2","Spanish Language and Literature","Humanities","Agriculture","Farmer's market Employee","Worden Farms"
"474",495,2008,"1","Foreign Languages and Literatures","Humanities","Education","Translator","Univeristy of Leipzig"
"475",495,2008,"2","Performance Studies","Interdisciplinary","Education","Translator","Univeristy of Leipzig"
"476",486,2003,"1","Environmental Studies","Interdisciplinary","Arts & Entertainment","Producer","unknown"
"477",486,2003,"2","Performance Studies","Interdisciplinary","Arts & Entertainment","Producer","unknown"
"478",256,2006,"1","English","Humanities","Entertainment","Writer/Actor/Director/Composer","Little Grey Hat Productions"
"479",256,2006,"2","Performance Studies","Interdisciplinary","Entertainment","Writer/Actor/Director/Composer","Little Grey Hat Productions"
"480",85,2009,"1","Anthropology","Social Sciences","Film","General Manager","The Art Theatre Cooperative"
"481",85,2009,"2","Performance Studies","Interdisciplinary","Film","General Manager","The Art Theatre Cooperative"
"482",1153,2013,"1","Art","Humanities","Arts","Artist Residency","Public Art Program"
"483",1153,2013,"2","Urban Studies","Interdisciplinary","Arts","Artist Residency","Public Art Program"
"484",1161,2002,"1","Anthropology","Social Sciences","Healthcare","Anaplastologist","Med Art Pros South"
"485",1161,2002,"2","Art","Humanities","Healthcare","Anaplastologist","Med Art Pros South"
"486",1162,2003,"1","Gender Studies","Social Sciences","Library","Senior Librarian- Youth Services Department","Brooklyn Public Library"
"487",1162,2003,"2","Art","Humanities","Library","Senior Librarian- Youth Services Department","Brooklyn Public Library"
"488",1,2011,"1","Interdisciplinary","Interdisciplinary","Business Consulting","Apprentice Knowledge Worker","Capgemini Consulting"
"489",3,2008,"1","Anthropology","Social Sciences","Media","Radio Producer","Public Radio Remix from PRX"
"490",5,2009,"1","Anthropology","Social Sciences","Research","Anthropologist, Research and Strategy","Design Central"
"491",6,2009,"1","Anthropology","Social Sciences","Healthcare","LICSW","Self-Employed Private Practice"
"492",8,2002,"1","Anthropology","Social Sciences","Entertainment",NA,"MAC, Rebellion Films"
"493",10,2014,"1","Anthropology","Social Sciences","Antiques","Field Technician","Panamerican Consultants"
"494",11,2015,"1","Anthropology","Social Sciences","Antiques","Field Technician","Archaelogical Consultants Inc."
"495",13,2015,"1","Anthropology","Social Sciences","Health Care Consulting","Sales and Marketing","eMindful Inc."
"496",14,2013,"1","Anthropology","Social Sciences","Government","Cultural Resources and Park Planning","National Park Service/Student Conservation Assoc"
"497",15,2015,"1","Anthropology","Social Sciences","Food and Lodging","Busser","The Tides Restaurant"
"498",16,2013,"1","Anthropology","Social Sciences","Transportation","Driver / Operator","Need a Ride Pedicabs"
"499",17,2013,"1","Anthropology","Social Sciences","Journalism","Write food/drink editorials, try to get them publ","Self Employed"
"500",18,2010,"1","Anthropology","Social Sciences","Education","Instructor","U. of Florida"
"501",19,2006,"1","Anthropology","Social Sciences","Food","Tea Specialist","Unknown"
"502",20,2007,"1","Anthropology","Social Sciences","Education","Teacher","New College Child Care Center"
"503",21,2012,"1","Anthropology","Social Sciences","Education","Substitute Teacher","Hillsborough County Public Schools"
"504",22,2005,"1","Anthropology","Social Sciences","Education","Healthy Out of School Time Manager","Alliance for a Healthier Generation"
"505",23,2013,"1","Anthropology","Social Sciences","Education","Graduate Teahing Assistant / Resarch assistant","University of Arizona"
"506",24,2005,"1","Anthropology","Social Sciences","Law","Paralegal","Gibbs Houston Pauw"
"507",25,2003,"1","Anthropology","Social Sciences","Government","Cultural Resources Specialist","Oregon Department of Fish & Wildlife"
"508",28,2012,"1","Anthropology","Social Sciences","Education","Assistant Language Teacher","Kyoto City Board of Education"
"509",29,2010,"1","Anthropology","Social Sciences","Educational Services","Campus Life Coordinator","New College of Florida"
"510",31,2012,"1","Anthropology","Social Sciences","Restaurant","Front of House Assistant","The Top Resturant"
"511",32,2009,"1","Anthropology","Social Sciences","Education","Extended Day Enrichment Program On-Site Coordinato","Alachua County Public Schools"
"512",33,2011,"1","Anthropology","Social Sciences","Food Service","Corporate Wine Director","McGuire Managment Group"
"513",34,2016,"1","Anthropology","Social Sciences","Communications","Communications Fellow","ConwayStrategic"
"514",35,2008,"1","Anthropology","Social Sciences","Restaurant","Barista","Village Coffee"
"515",36,2007,"1","Anthropology","Social Sciences","Technology","Technician","Apple"
"516",37,2004,"1","Anthropology","Social Sciences","Online Media","President/Creative Director","Gentlestorm Productions LLC"
"517",38,2014,"1","Anthropology","Social Sciences","Architecture","Project Assistant","Crafted Earth, INC."
"518",39,2005,"1","Anthropology","Social Sciences","Nonprofit","Publications Manager","Drug Policy Alliance"
"519",40,2005,"1","Anthropology","Social Sciences","Media","Sr. Marketing Director","Sandler, Travis & Rosenberg"
"520",42,2015,"1","Anthropology","Social Sciences","Education",NA,"The Kindezi Schools"
"521",43,2004,"1","Anthropology","Social Sciences","Medical","Licensed Acupunturist","Green Light Acupuncture"
"522",45,2003,"1","Anthropology","Social Sciences","Law","Associate Lawyer","Hummingbird Law"
"523",46,2015,"1","Anthropology","Social Sciences","Non Profit","Americorps Vista","Americorps"
"524",47,2013,"1","Anthropology","Social Sciences","Food Service","Cashier","Trader Joe's"
"525",49,2010,"1","Anthropology","Social Sciences","Education","Higher Education professional","unknown"
"526",50,2012,"1","Anthropology","Social Sciences","Archaeology","Park Guide","Great Basin Institute"
"527",51,2004,"1","Anthropology","Social Sciences","Consulting","Lead Auctioneer & Fundraising Consultant","EJB Benefit Auctions"
"528",54,2015,"1","Anthropology","Social Sciences","Education","English Teacher","Spanish Govt"
"529",55,2004,"1","Anthropology","Social Sciences","Technology","Project manager","Advanced Green Technologies"
"530",57,2004,"1","Anthropology","Social Sciences","Education","Associate Dean of Transfer Education","Seattle Central College"
"531",59,2013,"1","Anthropology","Social Sciences","Retail","Sales Associate","Habitat for Humanity ReStore"
"532",60,2002,"1","Anthropology","Social Sciences","Education","Clinical Social Worker","Unknown"
"533",448,2011,"1","Environmental Studies","Interdisciplinary","Non Profit","Community Organizer","Clean Water Action"
"534",444,2014,"1","Environmental Studies","Interdisciplinary","Non Profit","Creative Services Coordinator","Friendship Centers"
"535",442,2013,"1","Environmental Studies","Interdisciplinary","Services","Event Assistant","Ringling Museum"
"536",447,2016,"1","Environmental Studies","Interdisciplinary","Healthcare","Manager","ScribeAmerica"
"537",443,2008,"1","Environmental Studies","Interdisciplinary","Education","Entomology Research Assistant","University of Florida"
"538",446,2005,"1","Environmental Studies","Interdisciplinary","Law","Assistant Attorney General","WA State Office of the Attorney General"
"539",441,2002,"1","Environmental Studies","Interdisciplinary","Arts & Entertainment","Film Producer","Morgan Films"
"540",440,2002,"1","Environmental Studies","Interdisciplinary","Education","Director of Admissions Operations and Technology","Loyola University"
"541",793,2006,"1","Philosophy","Humanities","Education","Teacher, elementary","unknown"
"542",794,2012,"1","Philosophy","Humanities","Information Technology","Software Developer","Wildbright Technology"
"543",801,2007,"1","Philosophy","Humanities","Healthcare","Medical Case Manager","Mazzoni Center"
"544",452,2010,"1","Environmental Studies","Interdisciplinary","Retail","Parts Sales Professional and 4th Key Holder","Advance Auto Parts"
"545",453,2006,"1","Environmental Studies","Interdisciplinary","Food Franchise","Managing Director","Catch a Piece of Maine"
"546",460,2006,"1","Environmental Studies","Interdisciplinary","Environmental","Field Technician","Unknown"
"547",456,2014,"1","Environmental Studies","Interdisciplinary","Technology","Manager of IT","PropLogix"
"548",457,2012,"1","Environmental Studies","Interdisciplinary","Education","Law Student","Stetson Law School"
"549",485,2017,"1","Environmental Studies","Interdisciplinary","Healthcare","Health Assistant","Planned Parenthood"
"550",455,2008,"1","Environmental Studies","Interdisciplinary","Farming","Owner","Urban Acre Homestead"
"551",473,2012,"1","Environmental Studies","Interdisciplinary","Non Profit","Administration and Communications Manager","Pan African Sanctuary Alliance"
"552",86,2015,"1","Applied Mathematics","Natural Sciences","Manufacturing","Data Analyst","Kellstrom Materials"
"553",465,2009,"1","Environmental Studies","Interdisciplinary","Economic Development","Business Development & Asian Trading","WJB Capital Group, Inc."
"554",466,2008,"1","Environmental Studies","Interdisciplinary","Environmental","Senior Scientist","Atkins"
"555",467,2015,"1","Environmental Studies","Interdisciplinary","Business","Sales","Natural Stone Solutions"
"556",469,2002,"1","Environmental Studies","Interdisciplinary","City/County/State","City Planner","Office of Watersheds, Philadelphia Water Department"
"557",102,2015,"1","Art","Humanities","Retail","Sales Associate","Anthropologie"
"558",98,2012,"1","Art","Humanities","Education","Art Teacher","Manatee County School District"
"559",831,2008,"1","Physics","Natural Sciences","Information Technology","Systems Engineer","Google"
"560",99,2006,"1","Art","Humanities","Healthcare","Massage","Self-Employed"
"561",113,2010,"1","Art","Humanities","Arts","Gallerist","Etra Fine Art"
"562",110,2006,"1","Art","Humanities","Antiques","Freelance Photographer/Artist","Marina Williams Art, Design & Photography"
"563",105,2009,"1","Art","Humanities","Arts","Graphic Designer","Schoolhouse"
"564",104,2007,"1","Art","Humanities","Education","Staff Assistant","Boston College"
"565",101,2007,"1","Art","Humanities","Media","Digital Interactive Designer","Smithsonian Center for Learning & Digital Access"
"566",97,2009,"1","Art","Humanities","Education","Student Designer","The School of the Art Institute of Chicago"
"567",112,2008,"1","Art","Humanities","Healthcare","Senior Referral Advisor","Conifer Health Solutions"
"568",475,2009,"1","Environmental Studies","Interdisciplinary","Environmental Services",NA,"Unknown"
"569",458,2015,"1","Environmental Studies","Interdisciplinary","Government","Site Supervisor","Manatee County Parks & Nat. Res."
"570",103,2009,"1","Art","Humanities","Architecture","Designer","UrbanWorks, Ltd."
"571",108,2011,"1","Art","Humanities","Education","Assistant Teacher","Rollins College Child Development Cneter"
"572",94,2006,"1","Art","Humanities","Library","Librarian","San Mateo County Library"
"573",860,2007,"1","Political Science","Social Sciences","Education","Assistant Program Director","West Virginia University School of Public Health"
"574",480,2005,"1","Environmental Studies","Interdisciplinary","Environmental Services","Endangered Species Conservation Associate","The Xerces Society"
"575",95,2010,"1","Art","Humanities","Education","Teaching Assistant","North American Teaching and Cultural Assistant Program"
"576",93,2008,"1","Art","Humanities","Art","Freelance Author & Illustrator","Lina Maslo Illustration"
"577",106,2008,"1","Art","Humanities","Arts","Owner","Ready-to-Grow Gardens"
"578",867,2009,"1","Political Science","Social Sciences","Law","Attorney","Gina DeCrescenzo P.C."
"579",117,2013,"1","Art History","Humanities","Non Profit","Gallery Administrator","Caldwell Snyder Gallery"
"580",118,2017,"1","Art History","Humanities","Museums and Institutions","Visitor Services Assistant","Whitney Museum of American Art"
